Title,Country,Date,Time,Impact,Forecast,Previous,URL
CB Leading Index m/m,CNY,2014-03-25,02:00,Low,,0.3%,https://www.forexfactory.com/calendar?day=mar24.2014
RBA Deputy Gov Lowe Speaks,AUD,2014-03-25,04:45,Medium,,,https://www.forexfactory.com/calendar?day=mar25.2014
German ifo Business Climate,EUR,2014-03-25,09:00,High,110.9,111.3,https://www.forexfactory.com/calendar?day=mar25.2014
CPI y/y,GBP,2014-03-25,09:30,High,1.7%,1.9%,https://www.forexfactory.com/calendar?day=mar25.2014
High Street Lending,GBP,2014-03-25,,Medium,50.0K,49.3K,https://www.forexfactory.com/calendar?day=mar25.2014
PPI Input m/m,GBP,2014-03-25,,Medium,0.4%,-0.9%,https://www.forexfactory.com/calendar?day=mar25.2014
RPI y/y,GBP,2014-03-25,,Medium,2.6%,2.8%,https://www.forexfactory.com/calendar?day=mar25.2014
Core CPI y/y,GBP,2014-03-25,,Low,1.6%,1.6%,https://www.forexfactory.com/calendar?day=mar25.2014
ONS HPI y/y,GBP,2014-03-25,,Low,5.7%,5.5%,https://www.forexfactory.com/calendar?day=mar25.2014
PPI Output m/m,GBP,2014-03-25,,Low,0.2%,0.3%,https://www.forexfactory.com/calendar?day=mar25.2014
CBI Realized Sales,GBP,2014-03-25,11:00,Medium,30,37,https://www.forexfactory.com/calendar?day=mar25.2014
S&P/CS Composite-20 HPI y/y,USD,2014-03-25,13:00,Medium,13.3%,13.4%,https://www.forexfactory.com/calendar?day=mar25.2014
HPI m/m,USD,2014-03-25,,Low,0.7%,0.7%,https://www.forexfactory.com/calendar?day=mar25.2014
Richmond Manufacturing Index,USD,2014-03-25,13:59,Low,-1,-6,https://www.forexfactory.com/calendar?day=mar25.2014
CB Consumer Confidence,USD,2014-03-25,14:00,High,78.7,78.3,https://www.forexfactory.com/calendar?day=mar25.2014
New Home Sales,USD,2014-03-25,,High,447K,455K,https://www.forexfactory.com/calendar?day=mar25.2014
ECB President Draghi Speaks,EUR,2014-03-25,16:00,High,,,https://www.forexfactory.com/calendar?day=mar25.2014
German Buba President Weidmann Speaks,EUR,2014-03-25,16:30,Medium,,,https://www.forexfactory.com/calendar?day=mar25.2014
RBA Deputy Gov Lowe Speaks,AUD,2014-03-25,22:30,Medium,,,https://www.forexfactory.com/calendar?day=mar25.2014
FOMC Member Plosser Speaks,USD,2014-03-25,23:00,Medium,,,https://www.forexfactory.com/calendar?day=mar25.2014
SPPI y/y,JPY,2014-03-25,23:50,Low,0.8%,0.7%,https://www.forexfactory.com/calendar?day=mar25.2014
RBA Financial Stability Review,AUD,2014-03-26,00:30,Medium,,,https://www.forexfactory.com/calendar?day=mar25.2014
RBA Gov Stevens Speaks,AUD,2014-03-26,03:30,High,,,https://www.forexfactory.com/calendar?day=mar26.2014
UBS Consumption Indicator,CHF,2014-03-26,07:00,Low,,1.49,https://www.forexfactory.com/calendar?day=mar26.2014
German GfK Consumer Climate,EUR,2014-03-26,,Medium,8.5,8.5,https://www.forexfactory.com/calendar?day=mar26.2014
Italian Retail Sales m/m,EUR,2014-03-26,09:00,Low,0.4%,-0.3%,https://www.forexfactory.com/calendar?day=mar26.2014
Core Durable Goods Orders m/m,USD,2014-03-26,12:30,High,0.3%,0.9%,https://www.forexfactory.com/calendar?day=mar26.2014
Durable Goods Orders m/m,USD,2014-03-26,,Medium,1.1%,-1.3%,https://www.forexfactory.com/calendar?day=mar26.2014
Flash Services PMI,USD,2014-03-26,13:45,Low,54.2,53.3,https://www.forexfactory.com/calendar?day=mar26.2014
SNB Quarterly Bulletin,CHF,2014-03-26,14:00,Low,,,https://www.forexfactory.com/calendar?day=mar26.2014
Crude Oil Inventories,USD,2014-03-26,14:30,Medium,2.9M,5.9M,https://www.forexfactory.com/calendar?day=mar26.2014
Bank Stress Test Results,USD,2014-03-26,20:00,Low,,,https://www.forexfactory.com/calendar?day=mar26.2014
Trade Balance,NZD,2014-03-26,21:45,High,595M,286M,https://www.forexfactory.com/calendar?day=mar26.2014
M3 Money Supply y/y,EUR,2014-03-27,09:00,Medium,1.3%,1.2%,https://www.forexfactory.com/calendar?day=mar27.2014
Private Loans y/y,EUR,2014-03-27,,Medium,-2.1%,-2.3%,https://www.forexfactory.com/calendar?day=mar27.2014
Retail Sales m/m,GBP,2014-03-27,09:30,High,0.5%,-2.0%,https://www.forexfactory.com/calendar?day=mar27.2014
FPC Statement,GBP,2014-03-27,,Low,,,https://www.forexfactory.com/calendar?day=mar27.2014
Unemployment Claims,USD,2014-03-27,12:30,High,326K,321K,https://www.forexfactory.com/calendar?day=mar27.2014
Final GDP q/q,USD,2014-03-27,,Medium,2.7%,2.4%,https://www.forexfactory.com/calendar?day=mar27.2014
FOMC Member Pianalto Speaks,USD,2014-03-27,,Medium,,,https://www.forexfactory.com/calendar?day=mar27.2014
Final GDP Price Index q/q,USD,2014-03-27,,Low,1.6%,1.6%,https://www.forexfactory.com/calendar?day=mar27.2014
Pending Home Sales m/m,USD,2014-03-27,14:00,High,0.1%,-0.2%,https://www.forexfactory.com/calendar?day=mar27.2014
Natural Gas Storage,USD,2014-03-27,14:30,Low,-49B,-48B,https://www.forexfactory.com/calendar?day=mar27.2014
Gov Board Member Zurbrugg Speaks,CHF,2014-03-27,17:00,Medium,,,https://www.forexfactory.com/calendar?day=mar27.2014
Household Spending y/y,JPY,2014-03-27,23:30,Medium,0.2%,1.1%,https://www.forexfactory.com/calendar?day=mar27.2014
Tokyo Core CPI y/y,JPY,2014-03-27,,Medium,0.9%,0.9%,https://www.forexfactory.com/calendar?day=mar27.2014
National Core CPI y/y,JPY,2014-03-27,,Low,1.3%,1.3%,https://www.forexfactory.com/calendar?day=mar27.2014
Unemployment Rate,JPY,2014-03-27,,Low,3.7%,3.7%,https://www.forexfactory.com/calendar?day=mar27.2014
Retail Sales y/y,JPY,2014-03-27,23:50,Medium,3.4%,4.4%,https://www.forexfactory.com/calendar?day=mar27.2014
GfK Consumer Confidence,GBP,2014-03-28,00:05,Low,-6,-7,https://www.forexfactory.com/calendar?day=mar27.2014
FOMC Member Tarullo Speaks,USD,2014-03-28,00:20,Low,,,https://www.forexfactory.com/calendar?day=mar27.2014
German Import Prices m/m,EUR,2014-03-28,07:00,Low,0.3%,-0.1%,https://www.forexfactory.com/calendar?day=mar28.2014
German Prelim CPI m/m,EUR,2014-03-28,All Day,Medium,0.4%,0.5%,https://www.forexfactory.com/calendar?day=mar28.2014
French Consumer Spending m/m,EUR,2014-03-28,07:45,Medium,1.0%,-2.1%,https://www.forexfactory.com/calendar?day=mar28.2014
Spanish Flash CPI y/y,EUR,2014-03-28,08:00,Medium,-0.1%,-0.1%,https://www.forexfactory.com/calendar?day=mar28.2014
Current Account,GBP,2014-03-28,09:30,High,-13.5B,-22.8B,https://www.forexfactory.com/calendar?day=mar28.2014
Final GDP q/q,GBP,2014-03-28,,Medium,0.7%,0.7%,https://www.forexfactory.com/calendar?day=mar28.2014
Index of Services 3m/3m,GBP,2014-03-28,,Low,0.6%,0.8%,https://www.forexfactory.com/calendar?day=mar28.2014
Revised Business Investment q/q,GBP,2014-03-28,,Low,2.4%,2.4%,https://www.forexfactory.com/calendar?day=mar28.2014
Italian 10-y Bond Auction,EUR,2014-03-28,10:21,Medium,,3.42|1.6,https://www.forexfactory.com/calendar?day=mar28.2014
Core PCE Price Index m/m,USD,2014-03-28,12:30,Medium,0.1%,0.1%,https://www.forexfactory.com/calendar?day=mar28.2014
Personal Spending m/m,USD,2014-03-28,,Medium,0.3%,0.2%,https://www.forexfactory.com/calendar?day=mar28.2014
Personal Income m/m,USD,2014-03-28,,Low,0.4%,0.3%,https://www.forexfactory.com/calendar?day=mar28.2014
Revised UoM Consumer Sentiment,USD,2014-03-28,13:55,Medium,80.6,79.9,https://www.forexfactory.com/calendar?day=mar28.2014
Revised UoM Inflation Expectations,USD,2014-03-28,,Low,,3.2%,https://www.forexfactory.com/calendar?day=mar28.2014
German Buba President Weidmann Speaks,EUR,2014-03-28,17:30,Medium,,,https://www.forexfactory.com/calendar?day=mar28.2014
Daylight Saving Time Shift,CHF,2014-03-30,01:00,Low,,,https://www.forexfactory.com/calendar?day=mar29.2014
Daylight Saving Time Shift,EUR,2014-03-29,,Low,,,https://www.forexfactory.com/calendar?day=mar29.2014
Daylight Saving Time Shift,GBP,2014-03-29,,Low,,,https://www.forexfactory.com/calendar?day=mar29.2014
Building Consents m/m,NZD,2014-03-30,21:45,Medium,,-8.6%,https://www.forexfactory.com/calendar?day=mar30.2014
Final Manufacturing PMI,JPY,2014-03-30,23:15,Low,,55.5,https://www.forexfactory.com/calendar?day=mar30.2014
MI Inflation Gauge m/m,AUD,2014-03-30,23:30,Low,,0.2%,https://www.forexfactory.com/calendar?day=mar30.2014
Prelim Industrial Production m/m,JPY,2014-03-30,23:50,Medium,3.6%,3.8%,https://www.forexfactory.com/calendar?day=mar30.2014
HIA New Home Sales m/m,AUD,2014-03-31,00:00,Medium,,0.5%,https://www.forexfactory.com/calendar?day=mar30.2014
ANZ Business Confidence,NZD,2014-03-30,,High,,70.8,https://www.forexfactory.com/calendar?day=mar30.2014
Private Sector Credit m/m,AUD,2014-03-31,00:30,Medium,0.4%,0.4%,https://www.forexfactory.com/calendar?day=mar30.2014
Housing Starts y/y,JPY,2014-03-31,05:00,Low,5.2%,12.3%,https://www.forexfactory.com/calendar?day=mar31.2014
German Retail Sales m/m,EUR,2014-03-31,06:00,Medium,-0.3%,1.7%,https://www.forexfactory.com/calendar?day=mar31.2014
KOF Economic Barometer,CHF,2014-03-31,07:00,Medium,2.08,2.03,https://www.forexfactory.com/calendar?day=mar31.2014
Net Lending to Individuals m/m,GBP,2014-03-31,08:30,Medium,2.3B,2.1B,https://www.forexfactory.com/calendar?day=mar31.2014
M4 Money Supply m/m,GBP,2014-03-31,,Low,0.5%,0.3%,https://www.forexfactory.com/calendar?day=mar31.2014
Mortgage Approvals,GBP,2014-03-31,,Low,75K,77K,https://www.forexfactory.com/calendar?day=mar31.2014
CPI Flash Estimate y/y,EUR,2014-03-31,09:00,High,0.6%,0.7%,https://www.forexfactory.com/calendar?day=mar31.2014
Core CPI Flash Estimate y/y,EUR,2014-03-31,,Medium,,1.0%,https://www.forexfactory.com/calendar?day=mar31.2014
Italian Prelim CPI m/m,EUR,2014-03-31,,Low,0.2%,-0.1%,https://www.forexfactory.com/calendar?day=mar31.2014
GDP m/m,CAD,2014-03-31,12:30,High,0.4%,-0.5%,https://www.forexfactory.com/calendar?day=mar31.2014
Chicago PMI,USD,2014-03-31,13:45,Medium,59.2,59.8,https://www.forexfactory.com/calendar?day=mar31.2014
Fed Chair Yellen Speaks,USD,2014-03-31,13:55,High,,,https://www.forexfactory.com/calendar?day=mar31.2014
BOE Gov Carney Speaks,GBP,2014-03-31,17:15,High,,,https://www.forexfactory.com/calendar?day=mar31.2014
AIG Manufacturing Index,AUD,2014-03-31,22:24,Low,,48.6,https://www.forexfactory.com/calendar?day=mar31.2014
Tankan Manufacturing Index,JPY,2014-03-31,23:50,Medium,19,16,https://www.forexfactory.com/calendar?day=mar31.2014
Tankan Non-Manufacturing Index,JPY,2014-03-31,,Medium,24,20,https://www.forexfactory.com/calendar?day=mar31.2014
Manufacturing PMI,CNY,2014-04-01,01:00,High,50.1,50.2,https://www.forexfactory.com/calendar?day=mar31.2014
Average Cash Earnings y/y,JPY,2014-04-01,01:30,Medium,-0.1%,-0.2%,https://www.forexfactory.com/calendar?day=mar31.2014
RatingDog Manufacturing PMI,CNY,2014-04-01,01:45,High,48.5,48.0,https://www.forexfactory.com/calendar?day=mar31.2014
Cash Rate,AUD,2014-04-01,03:30,High,2.50%,2.50%,https://www.forexfactory.com/calendar?day=apr1.2014
RBA Rate Statement,AUD,2014-04-01,,High,,,https://www.forexfactory.com/calendar?day=apr1.2014
10-y Bond Auction,JPY,2014-04-01,03:45,Low,,0.60|3.5,https://www.forexfactory.com/calendar?day=apr1.2014
Commodity Prices y/y,AUD,2014-04-01,05:30,Low,,-11.4%,https://www.forexfactory.com/calendar?day=apr1.2014
Spanish Manufacturing PMI,EUR,2014-04-01,07:15,Medium,52.9,52.5,https://www.forexfactory.com/calendar?day=apr1.2014
Manufacturing PMI,CHF,2014-04-01,07:30,Medium,56.9,57.6,https://www.forexfactory.com/calendar?day=apr1.2014
Italian Manufacturing PMI,EUR,2014-04-01,07:45,Medium,52.2,52.3,https://www.forexfactory.com/calendar?day=apr1.2014
French Final Manufacturing PMI,EUR,2014-04-01,07:50,Low,51.9,51.9,https://www.forexfactory.com/calendar?day=apr1.2014
German Unemployment Change,EUR,2014-04-01,07:55,Medium,-9K,-15K,https://www.forexfactory.com/calendar?day=apr1.2014
German Final Manufacturing PMI,EUR,2014-04-01,,Low,53.8,53.8,https://www.forexfactory.com/calendar?day=apr1.2014
Final Manufacturing PMI,EUR,2014-04-01,08:00,Low,53.0,53.0,https://www.forexfactory.com/calendar?day=apr1.2014
Italian Monthly Unemployment Rate,EUR,2014-04-01,,Low,12.9%,12.9%,https://www.forexfactory.com/calendar?day=apr1.2014
Final Manufacturing PMI,GBP,2014-04-01,08:30,High,56.7,56.2,https://www.forexfactory.com/calendar?day=apr1.2014
FPC Meeting Minutes,GBP,2014-04-01,,Low,,,https://www.forexfactory.com/calendar?day=apr1.2014
Unemployment Rate,EUR,2014-04-01,09:00,Medium,12.0%,11.9%,https://www.forexfactory.com/calendar?day=apr1.2014
ECOFIN Meetings,EUR,2014-04-01,Day 1,Medium,,,https://www.forexfactory.com/calendar?day=apr1.2014
RMPI m/m,CAD,2014-04-01,12:30,Medium,2.3%,2.8%,https://www.forexfactory.com/calendar?day=apr1.2014
IPPI m/m,CAD,2014-04-01,,Low,0.7%,1.5%,https://www.forexfactory.com/calendar?day=apr1.2014
Manufacturing PMI,CAD,2014-04-01,13:30,Low,,52.9,https://www.forexfactory.com/calendar?day=apr1.2014
GDT Price Index,NZD,2014-04-01,,Low,,-5.2%,https://www.forexfactory.com/calendar?day=apr1.2014
Final Manufacturing PMI,USD,2014-04-01,13:45,Low,55.9,55.5,https://www.forexfactory.com/calendar?day=apr1.2014
ISM Manufacturing PMI,USD,2014-04-01,14:00,High,54.2,53.2,https://www.forexfactory.com/calendar?day=apr1.2014
Construction Spending m/m,USD,2014-04-01,,Low,0.2%,-0.2%,https://www.forexfactory.com/calendar?day=apr1.2014
ISM Manufacturing Prices,USD,2014-04-01,,Low,59.2,60.0,https://www.forexfactory.com/calendar?day=apr1.2014
RCM/TIPP Economic Optimism,USD,2014-04-01,,Low,46.3,45.1,https://www.forexfactory.com/calendar?day=apr1.2014
Total Vehicle Sales,USD,2014-04-01,All Day,Low,15.8M,15.3M,https://www.forexfactory.com/calendar?day=apr1.2014
Monetary Base y/y,JPY,2014-04-01,23:50,Low,60.2%,55.7%,https://www.forexfactory.com/calendar?day=apr1.2014
ANZ Commodity Prices m/m,NZD,2014-04-02,00:00,Low,,0.9%,https://www.forexfactory.com/calendar?day=apr1.2014
Building Approvals m/m,AUD,2014-04-02,00:30,High,-1.7%,6.9%,https://www.forexfactory.com/calendar?day=apr1.2014
Nationwide HPI m/m,GBP,2014-04-02,06:00,Medium,0.7%,0.7%,https://www.forexfactory.com/calendar?day=apr2.2014
Spanish Unemployment Change,EUR,2014-04-02,07:00,Medium,-5.3K,-1.9K,https://www.forexfactory.com/calendar?day=apr2.2014
Construction PMI,GBP,2014-04-02,08:30,High,63.1,62.6,https://www.forexfactory.com/calendar?day=apr2.2014
Final GDP q/q,EUR,2014-04-02,09:00,Low,0.3%,0.3%,https://www.forexfactory.com/calendar?day=apr2.2014
PPI m/m,EUR,2014-04-02,,Low,0.0%,-0.3%,https://www.forexfactory.com/calendar?day=apr2.2014
ECOFIN Meetings,EUR,2014-04-02,Day 2,Medium,,,https://www.forexfactory.com/calendar?day=apr2.2014
30-y Bond Auction,GBP,2014-04-02,09:34,Low,,3.59|1.9,https://www.forexfactory.com/calendar?day=apr2.2014
MPC Member Cunliffe Speaks,GBP,2014-04-02,11:45,Medium,,,https://www.forexfactory.com/calendar?day=apr2.2014
ADP Non-Farm Employment Change,USD,2014-04-02,12:15,High,192K,178K,https://www.forexfactory.com/calendar?day=apr2.2014
Factory Orders m/m,USD,2014-04-02,14:00,Medium,1.3%,-1.0%,https://www.forexfactory.com/calendar?day=apr2.2014
Crude Oil Inventories,USD,2014-04-02,14:30,Medium,1.3M,6.6M,https://www.forexfactory.com/calendar?day=apr2.2014
AIG Services Index,AUD,2014-04-02,22:12,Low,,55.2,https://www.forexfactory.com/calendar?day=apr2.2014
Goods Trade Balance,AUD,2014-04-03,00:30,High,0.82B,1.39B,https://www.forexfactory.com/calendar?day=apr2.2014
Retail Sales m/m,AUD,2014-04-02,,High,0.4%,1.2%,https://www.forexfactory.com/calendar?day=apr2.2014
Non-Manufacturing PMI,CNY,2014-04-03,01:00,Medium,,55.0,https://www.forexfactory.com/calendar?day=apr2.2014
RatingDog Services PMI,CNY,2014-04-03,01:45,Medium,,51.0,https://www.forexfactory.com/calendar?day=apr2.2014
RBA Gov Stevens Speaks,AUD,2014-04-03,02:50,High,,,https://www.forexfactory.com/calendar?day=apr2.2014
Spanish Services PMI,EUR,2014-04-03,07:15,Medium,54.1,53.7,https://www.forexfactory.com/calendar?day=apr3.2014
Italian Services PMI,EUR,2014-04-03,07:45,Medium,52.3,52.9,https://www.forexfactory.com/calendar?day=apr3.2014
French Final Services PMI,EUR,2014-04-03,07:50,Low,51.4,51.4,https://www.forexfactory.com/calendar?day=apr3.2014
German Final Services PMI,EUR,2014-04-03,07:55,Low,54.0,54.0,https://www.forexfactory.com/calendar?day=apr3.2014
Final Services PMI,EUR,2014-04-03,08:00,Low,52.4,52.4,https://www.forexfactory.com/calendar?day=apr3.2014
Final Services PMI,GBP,2014-04-03,08:30,High,58.2,58.2,https://www.forexfactory.com/calendar?day=apr3.2014
BOE Credit Conditions Survey,GBP,2014-04-03,,Medium,,,https://www.forexfactory.com/calendar?day=apr3.2014
Housing Equity Withdrawal q/q,GBP,2014-04-03,,Low,-9.4B,-10.6B,https://www.forexfactory.com/calendar?day=apr3.2014
Spanish 10-y Bond Auction,EUR,2014-04-03,08:42,Low,,3.34|2.8,https://www.forexfactory.com/calendar?day=apr3.2014
Retail Sales m/m,EUR,2014-04-03,09:00,Medium,-0.3%,1.0%,https://www.forexfactory.com/calendar?day=apr3.2014
French 10-y Bond Auction,EUR,2014-04-03,09:02,Low,,2.20|2.1,https://www.forexfactory.com/calendar?day=apr3.2014
Challenger Job Cuts y/y,USD,2014-04-03,11:30,Low,,-24.4%,https://www.forexfactory.com/calendar?day=apr3.2014
Main Refinancing Rate,EUR,2014-04-03,11:45,High,0.25%,0.25%,https://www.forexfactory.com/calendar?day=apr3.2014
Trade Balance,CAD,2014-04-03,12:30,High,0.2B,-0.3B,https://www.forexfactory.com/calendar?day=apr3.2014
ECB Press Conference,EUR,2014-04-03,,High,,,https://www.forexfactory.com/calendar?day=apr3.2014
Trade Balance,USD,2014-04-03,,High,-38.3B,-39.3B,https://www.forexfactory.com/calendar?day=apr3.2014
Unemployment Claims,USD,2014-04-03,,High,319K,310K,https://www.forexfactory.com/calendar?day=apr3.2014
Final Services PMI,USD,2014-04-03,13:45,Low,55.5,55.5,https://www.forexfactory.com/calendar?day=apr3.2014
ECB President Draghi Speaks,EUR,2014-04-03,14:00,High,,,https://www.forexfactory.com/calendar?day=apr3.2014
ISM Services PMI,USD,2014-04-03,,High,53.5,51.6,https://www.forexfactory.com/calendar?day=apr3.2014
Natural Gas Storage,USD,2014-04-03,14:30,Low,-75B,-57B,https://www.forexfactory.com/calendar?day=apr3.2014
German Factory Orders m/m,EUR,2014-04-04,06:00,Medium,0.5%,0.1%,https://www.forexfactory.com/calendar?day=apr4.2014
Halifax HPI m/m,GBP,2014-04-04,06:58,Medium,0.7%,2.5%,https://www.forexfactory.com/calendar?day=apr4.2014
Retail PMI,EUR,2014-04-04,08:10,Low,,48.5,https://www.forexfactory.com/calendar?day=apr4.2014
Employment Change,CAD,2014-04-04,12:30,High,21.5K,-7.0K,https://www.forexfactory.com/calendar?day=apr4.2014
Unemployment Rate,CAD,2014-04-04,,High,7.0%,7.0%,https://www.forexfactory.com/calendar?day=apr4.2014
Non-Farm Employment Change,USD,2014-04-04,,High,199K,197K,https://www.forexfactory.com/calendar?day=apr4.2014
Unemployment Rate,USD,2014-04-04,,High,6.6%,6.7%,https://www.forexfactory.com/calendar?day=apr4.2014
Average Hourly Earnings m/m,USD,2014-04-04,,Medium,0.2%,0.4%,https://www.forexfactory.com/calendar?day=apr4.2014
Ivey PMI,CAD,2014-04-04,14:00,High,58.3,57.2,https://www.forexfactory.com/calendar?day=apr4.2014
Daylight Saving Time Shift,NZD,2014-04-05,14:00,Low,,,https://www.forexfactory.com/calendar?day=apr5.2014
Daylight Saving Time Shift,AUD,2014-04-05,16:00,Low,,,https://www.forexfactory.com/calendar?day=apr5.2014
AIG Construction Index,AUD,2014-04-06,23:30,Low,,44.2,https://www.forexfactory.com/calendar?day=apr6.2014
Bank Holiday,CNY,2014-04-06,All Day,Low,,,https://www.forexfactory.com/calendar?day=apr6.2014
ANZ Job Advertisements m/m,AUD,2014-04-07,01:30,Medium,,4.7%,https://www.forexfactory.com/calendar?day=apr6.2014
Leading Indicators,JPY,2014-04-07,05:00,Low,114.2%,113.1%,https://www.forexfactory.com/calendar?day=apr7.2014
German Industrial Production m/m,EUR,2014-04-07,06:00,Low,0.3%,0.7%,https://www.forexfactory.com/calendar?day=apr7.2014
Foreign Currency Reserves,CHF,2014-04-07,07:00,Medium,,434B,https://www.forexfactory.com/calendar?day=apr7.2014
CPI m/m,CHF,2014-04-07,07:15,Medium,0.2%,0.1%,https://www.forexfactory.com/calendar?day=apr7.2014
Sentix Investor Confidence,EUR,2014-04-07,08:30,Low,14.1,13.9,https://www.forexfactory.com/calendar?day=apr7.2014
BOC Business Outlook Survey,CAD,2014-04-07,14:30,Medium,,,https://www.forexfactory.com/calendar?day=apr7.2014
Consumer Credit m/m,USD,2014-04-07,19:00,Low,14.1B,13.8B,https://www.forexfactory.com/calendar?day=apr7.2014
NZIER Business Confidence,NZD,2014-04-07,22:00,High,,52,https://www.forexfactory.com/calendar?day=apr7.2014
Current Account,JPY,2014-04-07,23:50,Medium,-0.04T,-0.59T,https://www.forexfactory.com/calendar?day=apr7.2014
NAB Business Confidence,AUD,2014-04-08,01:30,High,,9,https://www.forexfactory.com/calendar?day=apr7.2014
Monetary Policy Statement,JPY,2014-04-08,02:50,High,,,https://www.forexfactory.com/calendar?day=apr7.2014
